Formulario,nom_hum,reg_jur,asp,cat_manejo,nombre_asp,nom_cuenc,tipo_hum,clase_hum,nat_art,Perimetro_m,Area_Has
2308,Humedales cerro Vueltas,Area Silvestre Protegida,Dentro,Parque Nacional,Tapanti - Macizo Cerro de la Muerte,Reventazon - Parismina,Palustre,Pantano herbaceo,Natural,125.7158925,0.05553820331
110,3 de Junio km 71,Area Silvestre Protegida,Dentro,Reserva Forestal,Rio Macho,Reventazon - Parismina,Palustre,Humedales de altura,Natural,266.5158289,0.3120616744
111,Km 68,Area Silvestre Protegida,Dentro,Parque Nacional,Tapanti - Macizo Cerro de la Muerte,Reventazon - Parismina,Palustre,Humedales de altura,Natural,1344.871025,2.646268584
113,El Empalme/Km 52,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Parrita,Palustre,Humedales de altura,Natural,1056.058832,1.659612682
2309,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Lacustre,Laguna,Natural,1114.017954,2.541905797
2310,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Lacustre,Laguna,Natural,678.3115336,2.07347595
768,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,270.314009,0.3029048808
769,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,148.927386,0.1175429343
770,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,199.1244961,0.09874071688
771,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,93.35553991,0.04891396941
772,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,89.74175564,0.04922728293
773,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,100.2634256,0.0589613117
774,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,117.4819283,0.04345210032
775,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Terraba,Palustre,Humedales de altura,Natural,51.62621394,0.008947136594
776,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,110.6878452,0.05221955626
777,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,158.9737489,0.1176585347
778,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,328.1784119,0.3929396481
779,Humedales PN Chirripo,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,89.70250096,0.02825384258
780,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,309.9214657,0.4960015822
781,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,89.12952936,0.02590288754
782,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,152.2284245,0.06740033845
783,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,58.81655302,0.01341900468
784,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,93.99936676,0.03610888765
785,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,57.54326623,0.01383950075
786,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,36.44413906,0.005243162854
787,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,62.8824416,0.0060517659
788,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,15.04585952,0.0009509384294
789,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,11.45428955,0.0006395377804
790,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,13.67285953,0.0009089495828
791,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,21.4809837,0.001988698469
792,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,7.274659321,0.0003029868985
793,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,17.60936952,0.001222540805
794,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,38.57566073,0.004401909958
795,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,92.49201721,0.02498463489
796,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,81.45003641,0.01682378999
797,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,42.03586534,0.006601856974
798,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,4.927725435,0.0001556089331
799,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,24.4962845,0.001979587497
800,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,21.71780261,0.00262253396
801,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,19.03571159,0.001286320493
802,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,17.01793084,0.001442990812
803,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,43.02368421,0.006657691013
804,Humedales sector Morrenas,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,212.6962483,0.1249338361
805,Humedales sector Morrenas,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,64.1831368,0.01712539014
806,Humedales sector Morrenas,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,40.34308557,0.00542678038
807,Humedales sector Morrenas,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,32.93063482,0.006754011871
808,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,17.53257225,0.001213699698
809,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,15.08803554,0.00122595597
810,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,85.83122727,0.02545457897
811,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,39.65267066,0.005362952825
812,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,81.80873916,0.03374115403
813,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,48.59432444,0.006915289701
814,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,31.9560417,0.005313673297
815,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,24.70479789,0.00326234941
816,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,79.447826,0.0292099369
817,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,39.91789399,0.006386165632
818,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,19.70250853,0.001565009888
819,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,12.075263,0.0007900626347
820,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,11.21377437,0.0007472295029
821,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,44.86730912,0.007019947623
822,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,50.04177805,0.01241562517
823,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,86.50882265,0.02132562331
824,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,77.85043301,0.01587697508
825,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,54.86806246,0.009173307619
826,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,24.28633469,0.00310908044
827,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,54.72894219,0.0128178399
828,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,49.61858157,0.009661424375
829,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,33.12719901,0.00507972996
830,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,60.30514545,0.01011917722
831,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,26.41484953,0.002842765884
832,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,29.59536124,0.003355721352
833,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,50.31990427,0.00983217618
834,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,29.47769078,0.003174713148
835,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,20.5334311,0.002320690182
836,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,61.61829666,0.01601188259
837,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,30.81201464,0.005806399519
838,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,47.98151554,0.009202411666
839,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,36.11564006,0.007031277212
840,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,38.94245659,0.006222257051
841,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,24.569531,0.002962518285
842,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,14.63993053,0.001169359643
843,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,31.81971885,0.002978680269
844,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,9.947263289,0.0005346672989
845,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,18.42952848,0.001578636018
846,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,27.67719218,0.002356516364
847,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,14.69785183,0.001565461586
848,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,14.87950315,0.001528731136
849,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,10.27465153,0.0007457355995
850,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,8.51347784,0.0004704281083
851,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,8.322937243,0.0004570031503
852,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,10.16860985,0.0006518603085
853,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,10.26076561,0.0006608533199
854,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,5.234231922,0.0001769737946
855,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,10.31578118,0.0006317255162
856,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,9.47583504,0.0005405647842
857,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,13.42648686,0.001117686122
858,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,21.49307003,0.002133355922
859,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,5.620172356,0.0001864931499
860,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,65.05020535,0.02245309547
861,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,31.61747619,0.004641274531
862,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,41.92661214,0.006674898853
863,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,17.32189443,0.001700276
864,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,22.72599174,0.00310121719
865,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,26.54802823,0.00287978602
866,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,56.20603373,0.01137600487
867,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,26.83760289,0.003812625383
868,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,18.80681751,0.001896249954
869,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,25.66775713,0.002427405351
870,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,29.62431634,0.002892939284
871,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,19.2957139,0.001104332579
872,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,28.61859484,0.003758402545
873,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,17.93985828,0.001035231174
874,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,11.39910188,0.0006261122931
875,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,14.84446488,0.001358629243
876,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,18.89635626,0.001821820115
877,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,45.04529723,0.004018254776
878,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,20.63637114,0.001401852789
879,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,14.84615615,0.000833927255
880,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,9.777082104,0.0005757139308
881,Humedales Chirripo Grande,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Sixaola,Palustre,Humedales de altura,Natural,16.27920188,0.001229852125
882,Humedales sector Morrenas,Area Silvestre Protegida,Dentro,Parque Nacional,Chirripo,Matina,Palustre,Humedales de altura,Natural,696.2288423,1.166586682
