Formulario,nom_hum,Bosques,Charr_Taco,Sabanas,Reforest,Gan_Intens,Gan_Extens,Agricult,Tipo_Agr,Acuacult,Pesca,Moluscos,Extr_Recur,Infraestr,Turism_Com,Transp_Acu,Industria,Otros,IV,Shape_Area
,,0.5,0.3,0.3,0.1,-0.5,-0.2,-0.4,,0.1,0.1,-0.1,-0.3,-0.5,-0.1,-0.1,-0.2,,,
,,BO,CT,SA,RE,GI,GE,AG,,AC,PE,MO,EX,IN,TU,TR,ID,OT,,
5249,Lagunas,1,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.70,3854.73509742000
5250,Baru 1,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,-0.10,19929.61206310000
5251,Baru 2,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,-0.10,54534.30374050000
5252,Playa Guapil 1,1,1,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.10,381920.73845800000
5253,Sota 4,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,45129.03903110000
5254,Playa Guapil 3,1,1,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.10,9212.46966875000
5255,Arrozal Playa Linda 1,1,1,0,0,0,0,1,Arroz,0,0,0,0,0,0,0,0,,0.40,1135977.34870000000
5256,Arrozal Playa Linda 2,1,1,0,0,0,0,1,Arroz,0,0,0,0,0,0,0,0,,0.40,29230.14894700000
5257,Arrozal Hatillo Nuevo 1,1,1,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.10,1295142.66621000000
5258,Pantano El Zota,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,29836.25840970000
5259,"Los Lagos, Roxana 3",0,0,0,1,0,1,0,,0,0,0,0,1,0,0,0,,-0.60,4049.71249931000
5260,Laguna San Gerardo,0,0,0,0,0,0,1,Palma africana,0,0,0,0,1,0,0,0,,-0.90,4081.97679838000
5261,Laguna Almendro,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,830.57293191700
5262,Cuatro Esquinas 3,0,0,0,1,0,0,1,Palmito,0,0,0,0,0,0,0,0,,-0.30,54929.31152130000
5263,Arrozal Hatillo Nuevo 2,1,1,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.10,537588.91421800000
5264,Hacienda Matapalo 1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,5172.46637392000
5265,Hacienda Matapalo 2,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,2713.11546943000
5266,Platanillo - Playa Linda,1,1,0,0,0,1,0,,0,0,0,0,1,0,0,0,,0.10,509553.96895600000
5267,Yolillal Cahuita,1,1,0,0,0,0,0,,0,0,0,0,1,1,0,0,,0.20,14517.55722810000
5268,Matapalo 1,1,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.30,345532.17917700000
5269,Matapalo 2,1,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.30,36670.30654890000
5270,Arrozal La Ligia - Los Batalla 1,1,0,0,0,0,0,1,"Arroz, Palma africana",0,0,0,0,1,0,0,0,,-0.40,146565.31842800000
5271,Arrozal La Ligia - Los Batalla 2,1,0,0,0,0,0,1,"Arroz, Palma africana",0,0,0,0,1,0,0,0,,-0.40,566348.89509000000
5272,Arrozal La Ligia - Los Batalla 3,1,0,0,0,0,0,1,"Arroz, Palma africana",0,0,0,0,1,0,0,0,,-0.40,2206300.74877000000
5273,Palustre La Ligia - Los Batalla,1,0,0,0,0,0,1,Arroz,0,0,0,0,0,0,0,0,,0.10,156915.33930400000
5274,Arrozal Lorena Ibarra,1,0,0,0,0,1,1,Arroz,0,0,0,0,1,0,0,0,,-0.60,1866170.16084000000
5275,Laguna Cahuita,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,7924.36640774000
5276,Arrozal Playa Palma 1,1,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.40,251467.29387700000
5277,Arrozal Playa Palma 2,1,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.40,270228.93882600000
5278,Laguna Arozal Playa Palma,0,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.90,24394.88872210000
5279,Laguna Playa Palma 1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,51767.15709660000
5280,Laguna Playa Palma 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,6359.63854597000
5281,Laguna Playa Palma 3,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,598.42868945800
5282,Camaroneras Playa Palma,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,0.60,50095.54903820000
5283,Pinera Santa Clara 1,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,6106.04960926000
5284,Pinera Santa Clara 2,0,0,0,0,0,0,1,Pina,0,0,0,0,1,0,0,0,,-0.90,4987.02360650000
5285,Bejuco,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,148049.79139300000
5286,Arrozal La 45 1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,67242.06114060000
5287,Arrozal La 45 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,260849.18581800000
5288,Herbaceo Cahuita,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,501960.26621100000
5289,Arrozal La 45 4,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,1685104.98750000000
5290,Arrozal La 45 5,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,105596.72589500000
5291,Arrozal La 45 6,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,208222.61314400000
5292,Laguna Los Laureles,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,4418.60152313000
5293,Yolillal Mata de Banano 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,307988.51427200000
5294,Yolillal Mata de Banano 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,743751.13596000000
5295,Yolillal Mata de Banano 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,14716837.65290000000
5296,Yolillal Mata de Banano 4,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,174008.92439500000
5297,Yolillal Mata de Banano 5,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,652191.27852400000
5298,Yolillal Mata de Banano 6,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,588131.04751900000
5299,Yolillal Mata de Banano 7,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,378121.73762600000
5300,Yolillal Mata de Banano 8,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,89386.25820020000
5301,Humedal Mata de Banano 1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,52565.29033600000
5302,Humedal Mata de Banano 2,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,88584.29702950000
5303,Palustre Arbolado Mata de Banano 1,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,8727969.82584000000
5304,Palustre Arbolado Mata de Banano 2,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,221924.42685600000
5305,Palustre Arbolado Mata de Banano 3,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,0.30,10774123.58870000000
5306,Yolillar Montelimar 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,1095893.43047000000
5307,Yolillar Montelimar 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,1168186.08280000000
5308,Palustre Montelimar,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,6246383.53606000000
5309,Palustre Perro Chapon 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,2504621.64123000000
5310,Palustre Perro Chapon 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,229098.74014600000
5311,Palustre Herbaceo Chapon,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,326329.16584000000
5312,Palustre Cano Palma 6,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,3098237.66606000000
5313,Palustre Cano Palma 7,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,2161789.96612000000
5314,Yolillal Cano Palma 2,1,0,0,0,0,1,0,,0,1,0,0,0,1,1,0,,0.20,15091699.99760000000
5315,Palustre Coronel 1,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,653761.03204200000
5316,Palustre Coronel 2,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,27300152.73780000000
5317,Palustre Coronel 3,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,7295161.24515000000
5318,Yolillal Coronel 1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,547639.53643300000
5319,Yolillal Coronel 2,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,708569.30010500000
5320,Palustre Cano Yak  1,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,3560266.22111000000
5321,Palustre Cano Yak  2,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,2924257.57530000000
5322,Palustre Cano Yak  3,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,3835926.19139000000
5323,Humedal Cano Yak 1,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,697230.83726000000
5324,Humedal Cano Yak 2,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,140886.41964400000
5325,Humedal Cano Yak 3,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,87065.51183450000
5326,Laguna Cano Yak,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,24526.23705150000
5327,Yolillal Cano Yak,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,28327881.70180000000
5328,Palustre Mata de Banano 10,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,49105.23956820000
5329,Laguna Danto,1,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,,0.40,218782.66262600000
5330,Palustre Esterillos 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,726687.80810900000
5331,El Sota 5,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,66667.48337940000
5332,Palustre Esterillos 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,213433.59667800000
5333,Palustre Esterillos Oeste,1,0,0,0,0,1,1,"Arroz, Teca",0,0,0,0,1,0,0,0,,-0.60,162604.37823200000
5334,Laguna Monterrey 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,12803.00608400000
5335,Laguna Monterrey 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,5858.28222354000
5336,Laguna Monterrey 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,4560.04447043000
5337,Laguna Monterrey 4,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,5337.43395658000
5338,Palustre Monterrey 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,8780.33574314000
5339,Palustre Monterrey 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,9104.94265819000
5340,Palustre Monterrey 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,27236.76619860000
5341,Esterillos Centro,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,40192.05505070000
5342,Las Olas 1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,10069.46065050000
5343,Las Olas 2,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,11648.76008210000
5344,Laguna Tulin,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,267.76755406500
5345,Arrozal Punta Mala 1,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,170522.52050000000
5346,Arrozal Punta Mala 2,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,116950.60206300000
5347,Arrozal Punta Mala 3,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,585129.78931800000
5348,Arrozal Punta Mala 4,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,1425986.07379000000
5349,Arrozal Punta Mala 5,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,37125.50596170000
5350,La Fortuna 4,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,69536.75579780000
5351,Camaronera La Parrita 1,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,1,0,0,0,,-0.30,42762.31574170000
5352,Camaronera La Parrita 2,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,1,0,0,0,,-0.30,284962.00182700000
5353,Camaronera La Parrita 3,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,1,0,0,0,,-0.30,535912.91807000000
5354,Camaronera La Parrita 4,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,1,0,0,0,,-0.30,129477.64107600000
5355,Camaronera Frutas Selectas 1,1,0,0,0,0,0,1,"Teca, Palma Africana, Arroz",1,0,0,0,1,0,0,0,,-0.30,1564409.87805000000
5356,Camaronera Frutas Selectas 2,1,0,0,0,0,0,1,"Teca, Palma Africana, Arroz",1,0,0,0,1,0,0,0,,-0.30,642449.04410100000
5357,Camaronera Cosechas Marinas 1,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,0,0,0,0,,0.20,566152.01211600000
5358,Camaronera Cosechas Marinas 2,1,0,0,0,0,0,1,Palma Africana,1,0,0,0,0,0,0,0,,0.20,139988.95343200000
5359,Humedal Aguas Frias,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3960.40538346000
5360,Humedal Sangrada Familia 3,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,3602.11373529000
5361,Humedal Sangrada Familia 4,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,10566.75634600000
5362,Humedal Sangrada Familia 5,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,699.63795750100
5363,Humedal Sangrada Familia 6,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,2267.97576528000
5364,Humedal Campo 5 - 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4922.51387492000
5365,Humedal Campo 5 - 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,5781.88969615000
5366,Manglar Boca Guarumal- HNTS 41,1,1,0,0,0,1,1,Arroz,0,1,1,0,0,1,1,0,,0.00,420309.12661800000
5367,Humedal Campo 5 - 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,3395.37828506000
5368,Humedal Campo 5 - 6,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,26375.40473020000
5369,Humedal Campo 5 - 7,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,22888.55622300000
5370,Humedal Agunas Frias 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,5111.19121415000
5371,Humedal Camino Uno 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,2980.67752226000
5372,Humedal Camino Uno 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,681.48234232100
5373,Laguna Cariari,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,133.64094464900
5374,Palustre Cariari,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,132147.48044700000
5375,Humedal Campo 4 - 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,14151.99407140000
5376,Humedal Campo 4 - 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,2126.44039090000
5377,Humedal Campo 4 - 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,7827.77531764000
5378,Humedal Campo 4 - 4,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,20984.05623960000
5379,Humedal Campo 4 - 5,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,725.06327104100
5380,Humedal Campo 4 - 6,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,960.15101978000
5381,Humedal Rancho Luis 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,5421.44756057000
5382,Humedal Rancho Luis 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4969.19881032000
5383,Humedal Rio Tortugero 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,10644.46503930000
5384,Humedal Rio Tortugero 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,73747.80179720000
5385,Humedal Rio Tortugero 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,534.66061831400
5386,Humedal Rio Tortugero 4,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,-0.20,5214.55980418000
5387,Humedal Campesino Maravilla,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,6320.19494112000
5388,Laguna Dos Arboles,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,318.29397599800
5389,Humedal Iglesia Adventitas,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,2254.13777961000
5390,Humedal Campo Dos 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1096.79966219000
5391,Humedal Campo Dos 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1399.61221141000
5392,Humedal Campo Dos 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,141.77213596900
5393,Palustre Campo 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1153.74209348000
5394,Palustre Campo 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,1596.50807824000
5395,Palustre Campo 3,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,13111.38535750000
5396,Palustre Campo 4,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,11997.25828250000
5397,Palustre Campo 5,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,5257.06492714000
5398,La Managua,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,1,0,0,0,,-0.60,245918.22883000000
5399,Herbaceo La Foresta,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,28916.38700670000
5400,Arbolado La Foresta,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0.50,9990.44795814000
5401,Ciro Solis 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,40802.40917940000
5402,Ciro Solis 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,22042.36845400000
5403,Ciro Solis 3,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,12306.15493390000
5404,Colinas,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,119002.39135000000
5405,Las Brisas,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,167473.80487900000
5406,Los Alfaro,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,22186.98484320000
5407,Arrozal Punta Naranjo,1,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.40,155620.89593500000
5408,Arrozal El Trompo 1,1,0,0,0,0,1,1,Arroz,0,0,0,0,1,0,0,0,,-0.60,65795.25389500000
5409,Arrozal El Trompo 2,1,0,0,0,0,1,1,Arroz,0,0,0,0,1,0,0,0,,-0.60,255292.21571400000
5410,El Trompo 2,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,90922.24372150000
5411,El Trompo 1,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,23279.09255880000
5412,Arrozal Paquita 1,1,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.40,572836.31634700000
5413,Arrozal Paquita 2,1,0,0,0,0,0,1,Arroz,0,0,0,0,1,0,0,0,,-0.40,814182.84804000000
5414,Damas,1,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.20,55454.68467970000
5415,San Antonio 1,1,0,0,0,0,0,1,"Palma Africana, Arroz",0,0,0,0,1,0,0,0,,-0.40,128860.51551200000
5416,San Antonio 2,1,0,0,0,0,0,1,"Palma Africana, Arroz",0,0,0,0,1,0,0,0,,-0.40,7419.88490662000
5417,Arrozal San Antonio,1,0,0,0,0,0,1,"Palma Africana, Arroz",0,0,0,0,0,0,0,0,,0.10,97465.85974580000
5418,Palustre Las Vueltas 1,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,80851.33892440000
5419,Palustre Las Vueltas 2,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,292012.31324800000
5420,Palustre Las Vueltas 3,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,84882.98563460000
5421,Palustre Las Vueltas 4,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,64735.20138510000
5422,Palustre Las Vueltas 5,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,283847.71798400000
5423,Lacustre Las Vueltas 1,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,60100.30996970000
5424,Lacustre Las Vueltas 2,1,0,0,0,0,1,1,Teca,0,0,0,0,1,0,0,0,,-0.60,9389.02659547000
5425,Laguna de Oxidacion Palmatica 1,0,0,0,0,0,0,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.40,4006.50269915000
5426,Laguna de Oxidacion Palmatica 2,0,0,0,0,0,0,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.40,46147.39333820000
5427,Laguna de Oxidacion Palmatica 3,0,0,0,0,0,0,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.40,12412.13582720000
5428,Palo Seco,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0.00,11374.77309750000
5429,Palustre Feria Ganadera,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,1,0,0,0,,-0.60,33105.53656390000
5430,Lacustre Feria Ganadera,1,0,0,0,0,0,1,Palma Africana,0,0,0,0,0,0,0,0,,0.10,3353.08368631000
5431,Manuel  Antonio,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,-0.10,2970.96197861000
5432,Laguna Manuel Antonio 1,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,17524.50167300000
5433,Laguna Manuel Antonio 2,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1121.78959109000
5434,Negro 1,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,297139.76059200000
5435,Negro 2,1,1,0,0,0,1,1,Palma Africana,0,0,0,0,1,0,0,0,,-0.30,163664.64810400000
5436,Negro 3,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,21625.83036900000
5437,Negro 4,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,224078.07430200000
5438,Negro 5,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,227922.27027500000
5439,Negro 6,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,52784.56921100000
5440,Negro 7,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,30376.26395700000
5441,Negro 8,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,28052.16667010000
5442,Negro 9,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,324848.89193600000
5443,Negro 10,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,140049.02161600000
5444,Palustre Playa El Rey,1,0,0,0,0,1,1,"Arroz, Palma Africana",0,0,0,0,0,0,0,0,,-0.10,4556884.13159000000
5445,Arrozal Mona 1,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,1063764.72862000000
5446,Arrozal Mona 2,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,1088740.72211000000
5447,Arrozal Mona 3,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,52749.13841750000
5448,Arrozal Llorona 1,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,445484.45143600000
5449,Arrozal Llorona 2,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,638966.44592500000
5450,Arrozal Carlos Mora,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,1003029.57642000000
5451,Arrozal Pilona,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,1,0,0,0,,-0.40,238738.82245300000
5452,Playa El Rey,1,0,0,0,0,0,1,"Arroz, Palma Africana",0,0,0,0,0,0,0,0,,0.10,521440.89106800000
5453,Palustre Las Vueltas 6,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,34216.73163040000
5454,Palustre Las Vueltas 7,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,4545.04615718000
5455,Palustre Las Vueltas 8,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,9411.24242889000
5456,Palustre Las Vueltas 9,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,66576.10850240000
5457,Palustre Las Vueltas 10,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,232100.32500900000
5458,Palustre Las Vueltas 11,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,125415.79939000000
5459,Palustre Las Vueltas 12,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,29780.83740620000
5460,Palustre Las Vueltas 13,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,25216.46311250000
5461,Palustre Las Vueltas 14,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,2930.00868546000
5462,Palustre Las Vueltas 15,1,0,0,0,0,1,1,Palma Africana,0,0,0,0,0,0,0,0,,-0.10,95450.99291900000
5463,Laguna de Oxidacion Palmatica 4,1,0,0,0,0,0,1,Palma Africana,0,0,0,0,1,0,0,0,,-0.40,38575.90438360000
5464,Lacustre Las Vueltas 3,1,1,0,0,0,1,1,Arroz,0,0,0,0,0,0,0,0,,0.20,13145.88773080000
5465,Humedal La Argentina 1,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,4671.03802677000
5466,Humedal La Argentina 2,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,,-0.70,15286.13180020000
