Formulario,Name,AREA,PERIMETER,BE,RE,PR,DR,GP,PI,SE,AR,SD,CO,CL,CU,FQ,IBE,IA,IT,IA,TW,ST,INDEX,INDEX,XX
9649,Pantano Cano San Jose 8,5599.533876,938.814732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12550.9731,3091.380012,18.98334681,0,0
9650,Pantano Cano San Jose 9,9893.623776,1456.756188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14099.85112,1605.332242,21.32602482,0,0
9651,Laguna Arbolitos 7,2720.666716,246.846487,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12405.15014,6785.388485,0,0,0
9652,Laguna Arbolitos 8,4879.691109,351.10584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12493.05354,6650.543993,0,0,0
9653,Laguna Arbolitos 9,1597.600977,157.466506,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12550.87601,6778.412717,0,0,0
9654,Pantano Boca Ceiba 1,1048494.061,5491.938055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10284.81447,58.071087,0,0,0
9655,Pantano Boca Ceiba 2,295190.2573,2607.66959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10590.02524,50.538102,0,0,0
9656,Laguna Golfito 1,9848.15494,650.362202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10338.09863,9002.255961,0,0,0
9657,Humedal Cristo Rey 1,10244.40969,540.508685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2415.271344,45.193989,3.653097908,0,0
9658,Humedal Cristo Rey 2,122878.3572,2572.586264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2242.964139,228.999081,3.39248326,0,0
9659,Humedal Cristo Rey 3,124547.8698,1629.936193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2738.774816,613.308707,4.142396909,0,0
9660,Humedal Puerto Viejo 1,76256.68246,2778.046911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,460.899975,166.986527,0.6971112122,0,0
9661,Humedal Puerto Viejo 2,24627.34268,798.772542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,1114.215592,485.420585,1.685251083,0,0
9662,Humedal Guaria 1,11908.33656,1127.721045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534.099299,91.413381,0,0,0
9663,Humedal Guaria 2,9129.967906,785.368963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360.919621,53.167965,0,0,0
9664,Humedal Guaria 3,20419.09067,1404.417934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162.92213,281.006026,0,0,0
9665,Humedal Guaria 4,7902.097547,570.883777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1929.26173,273.001965,0,0,0
9666,Humedal Guaria 5,13109.61574,867.785207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.054179,69.05243,0,0,0
9667,Laguna El Eden,5240.672649,347.58024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,21064.56423,20137.06747,0,0,0
9668,Pantano La Flor 1,83834.8189,2585.952693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8965.277555,118.240092,13.5599823,0,0
9669,Pantano La Flor 2,6161303.416,49924.58114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,6901.558637,1222.676055,10.43860744,0,0
9670,Pantano La Flor 3,294539.4377,5860.823617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9955.868411,1379.855708,15.05825097,0,0
9671,Pantano La Flor 4,71399.64093,1941.318195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9431.312854,1895.743128,14.26486069,0,0
9672,Bosque anegado La Flor 1,82468.97712,1083.692264,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9102.239748,5728.023849,0,0,0
9673,Bosque anegado La Flor 2,387549.8,4695.397566,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8682.147348,5157.1433,0,0,0
9674,Bosque anegado La Flor 3,202899.7024,2804.598613,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7440.803039,4237.451697,0,0,0
9675,Bosque anegado La Flor 4,106860.4029,1991.023731,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8923.540192,1045.772948,0,0,0
9676,Yolillal La Flor 1,597101.5473,6079.085779,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7600.312092,790.331632,0,0,0
9677,Yolillal La Flor 2,1206553.774,11306.14083,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7919.086911,2453.444159,0,0,0
9678,Yolillal La Flor 3,271828.8555,5601.101024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8731.061162,1432.118233,0,0,0
9679,Yolillal La Flor 4,43579.73692,1693.232575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10075.47873,2800.121955,0,0,0
9680,Yolillal Puerto Nuevo 1,81789.74246,2406.495608,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9686.37649,281.151567,0,0,0
9681,Yolillal Puerto Nuevo 2,38509.58765,1254.854034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9501.94528,904.539496,0,0,0
9682,Yolillal Puerto Nuevo 3,73873.36829,2544.875929,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9776.637047,455.985543,0,0,0
9683,Cano Negro 11,1870505.075,22379.18291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,10167.94267,1628.49608,15.37901328,0,0
9684,Cano Negro 12,768359.7695,15057.01123,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,10469.31698,4572.067666,63.33936774,0,0
9685,Laguna  Boca Tapada,612714.2517,9472.762781,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9330.632567,4886.658316,0,0,0
9686,Bosque anegado Cano Ciego 1,258191.2825,3879.174097,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10018.00446,6720.153744,0,0,0
9687,Bosque anegado Cano Ciego 2,150591.0105,5132.355015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9948.808215,8316.699754,0,0,0
9688,Bosque anegado Cano Ciego 3,1233248.152,14442.04074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6634.483074,7342.290313,0,0,0
9689,Patano Monico - Cano Blanco 1,812797.9361,15132.56661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2004.128053,1632.691192,3.03124368,0,0
9690,Cano Negro 10,14778558.05,74940.34202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2982.764158,3358.737477,4.511430789,0,0
9691,Patano Monico - Cano Blanco 3,17062.01783,768.447298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,4502.225167,4176.306811,6.809615565,0,0
9692,Yolillal Buenas Vista 1,249068.8055,2775.666735,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3161.87868,4328.408786,0,0,0
9693,Yolillal Buenas Vista 2,940555.5062,5528.054878,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2381.519463,3243.600468,0,0,0
9694,Yolillal Buenas Vista 3,50572.5649,1315.679329,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3569.333634,3860.609212,0,0,0
9695,Pantano Buena Vista 1,161239.9333,2358.370938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,2428.712762,3671.867246,3.673428053,0,0
9696,Pantano Buena Vista 2,69878.94814,1154.584004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,2859.661227,4106.271338,4.325237606,0,0
9697,Bosque anegado La Flor 5,488496.3301,5728.194384,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7703.153971,3369.792934,0,0,0
9698,Montana Gobierno 1,315.03767,80.972216,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,6010.153071,2464.877675,9.09035652,0,0
9699,Montana Gobierno 2,440.292837,92.468383,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5959.666583,2399.217504,9.013995707,0,0
9700,Montana Gobierno 3,208.115549,60.588897,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5900.665216,2338.206492,8.924756139,0,0
9701,Montana Gobierno 4,353.876756,74.255655,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5632.662628,2092.383563,0,0,0
9702,Montana Gobierno 5,220.817466,57.238275,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5449.599164,2004.017631,0,0,0
9703,Montana Gobierno 6,943.491393,137.553604,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5591.567861,2118.087647,0,0,0
9704,Montana Gobierno 7,230.236216,65.816187,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5513.114033,2089.805041,0,0,0
9705,Montana Gobierno 8,199.113288,55.609556,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5464.205364,2027.736058,0,0,0
9706,Montana Gobierno 9,285.86548,66.741696,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5441.68676,2034.166663,0,0,0
9707,Montana Gobierno 10,91.776004,37.660882,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5311.432357,1912.124672,0,0,0
9708,Montana Gobierno 11,484.85548,96.793213,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5286.865226,1907.65775,0,0,0
9709,Los Bambinos,222.352786,59.739964,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4642.93239,1002.260253,0,290.1832744,0.1107610493
9710,Montana Gobierno 12,252.788355,58.777473,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5182.786891,1718.51386,0,323.9241807,0.1236397316
9711,Montana Gobierno 13,612.303344,94.41174,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5132.069333,1674.359032,0,320.7543333,0.1224298217
9712,Montana Gobierno 14,381.259595,88.329196,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4775.525907,1361.520625,0,0,0
9713,Montana Gobierno 15,296.470363,72.487599,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4793.281418,1393.409456,0,0,0
9714,Montana Gobierno 16,235.207064,58.877144,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6089.638325,2448.387008,0,0,0
9715,Montana Gobierno 17,252.532065,60.420297,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6173.425771,2536.699153,0,0,0
9716,Montana Gobierno 18,852.039107,106.348389,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6229.003591,2572.433664,0,389.3127244,0.1485981091
9717,Montana Gobierno 19,633.454536,98.090768,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4823.570085,1161.960435,0,0,0
9718,Montana Gobierno 20,772.401451,142.742,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4759.826463,1098.652731,0,0,0
9719,Porrosati,435.81892,80.338449,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4124.595472,839.701629,0,0,0
9720,Paso Llano,269.987624,63.716064,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4376.114334,894.07582,0,273.5071459,0.1043958806
9721,Sacramento 1,408.991373,82.266311,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4137.747306,2313.645954,0,258.6092066,0.09870943509
9722,Sacramento 2,147.134853,44.84689,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4121.306295,2367.667176,0,257.5816434,0.09831722098
9723,Sacramento 3,476.275154,85.922181,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4511.5797,2301.130276,0,281.9737313,0.1076275206
9724,Sacramento 4,1152.947073,130.104346,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,3756.80048,1470.473531,0,234.80003,0.0896216288
9725,Sacramento 5,3541.068127,229.041527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4307.766089,990.811511,0,0,0
9726,Sacramento 6,2270.577157,201.927093,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4398.217838,1071.95717,0,274.8886149,0.1049231783
9727,Sacramento 7,324.670788,67.995839,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4198.898166,986.658957,0,262.4311354,0.1001682402
9728,Sacramento 8,395.737591,72.976509,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4220.899355,1006.685271,0,263.8062097,0.100693097
9729,Sacramento 9,314.129238,65.849582,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4252.509488,1030.416286,0,265.781843,0.1014471833
9730,Vara Blanca 1,602.36369,91.829436,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,4108.557938,2876.429162,-50.27847777,513.5697423,0.1960261964
9731,Vara Blanca 2,1385.954467,174.122994,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,2934.354063,2579.742731,-35.90915785,366.7942579,0.1400029584
9732,Vara Blanca 3,578.531898,104.595164,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,2962.023805,2626.347188,-36.24776631,370.2529756,0.1413231282
9733,Vara Blanca 4,1195.503427,141.047957,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,2371.795885,1866.908576,-29.02485214,296.4744856,0.1131623633
9734,Vara Blanca 5,317.448138,72.383757,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,1490.813494,1397.798255,-18.24383013,186.3516868,0.07112921449
9735,Vara Blanca 6,693.957042,96.002901,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,2660.063019,1598.82097,-32.5525212,332.5078774,0.1269160722
9736,Barva 1,7237.767539,596.153762,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9431.772512,8890.822679,0,0,0
9737,Barva 2,6112.853873,312.523332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9352.86075,8746.622572,0,0,0
9738,Barva 3,3399.855643,271.978082,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9460.847911,8609.57681,0,0,0
9739,Laguna Danta,15775.1603,539.821202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7278.387783,5899.445122,0,0,0
9740,Laguna Barva,8288.688433,366.713377,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7136.260907,5044.155558,0,0,0
9741,La Laguna,52097.42581,1193.494128,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8705.518271,856.87856,0,0,0
9742,Montseny 1,1443.410943,139.161953,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,1617.442683,397.918698,-19.79345483,101.0901677,0.03858545284
9743,Montseny 2,712.611113,99.566929,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,1661.234735,394.500622,-20.32936007,103.8271709,0.039630149
9744,El Castillo,2114.078218,250.458394,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,2288.653971,740.9369,0,143.0408732,0.05459776151
9745,Palustre Los Angeles,1992.214187,164.85265,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4516.254817,1731.675778,0,282.2659261,0.1077390495
9746,Universidad Whitworth,4283.523381,356.044221,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3769.745577,1236.922148,0,0,0
9747,San Miguel,1752.960379,275.808264,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1145.031825,242.602401,0,71.56448906,0.02731569529
9748,Bajo La Hondura,50515.03984,1328.774588,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3543.039651,17.302476,0,0,0
9749,El Salitre,17239.17378,949.13682,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-0.33,-0.33,-0.04125,807.985716,885.300466,10.99870556,0,0
9750,Parque de La Paz 1,16533.45357,767.490681,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1173.039098,24.67792,0,73.31494363,0.0279838323
9751,Parque de La Paz 2,10410.45298,491.333376,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1204.618479,26.426887,0,75.28865494,0.02873718494
9752,La Sabana 1,39380.52133,1348.219131,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,143.728991,46.203334,0,0,0
9753,La Sabana 2,4017.5255,248.638065,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,187.244535,95.271666,0,0,0
9754,Cano Negro 3,28579023.13,172802.5438,0,0,0,1,1,0,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,2369.437681,2110.802835,57.34039188,0,0
9755,Palustre El Coyol 2,2063767.723,18179.81553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,7578.186033,7005.881906,11.46200637,0,0
9756,Yolillal Cano Negro 1,6468942.835,35625.09234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396.382789,3814.43572,0,0,0
9757,Humedal Entrada Pichardo 1,189225.1922,4104.002143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3885.129739,8293.929044,5.87625873,0,0
9758,Humedal Entrada Pichardo 2,394081.5157,6973.2251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3144.521312,7465.381126,4.756088484,0,0
9759,Humedal Entrada Pichardo 3,356244.4527,4929.975968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3966.420403,7530.714296,5.99921086,0,0
9760,Palustre  Entrada Pichardo 1,514350.21,5527.828384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3524.7747,7812.70189,5.331221734,0,0
9761,Humedal Playuelas 1,6061103.178,69084.90916,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,2668.296418,2298.84004,16.14319333,0,0
9762,Humedal Playuelas 2,537513.6913,6321.948576,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,5288.230619,6288.465361,31.99379524,0,0
9763,Humedal Playuelas 3,352085.7169,6720.165935,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,4057.433158,7055.032867,24.54747061,0,0
9764,Palustre Playuelas 1,737215.2802,8248.893888,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6400.984234,4628.270921,0,0,0
9765,Palustre Playuelas 2,1874867.798,26385.41104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5795.567393,3046.72213,0,0,0
9766,Palustre Playuelas 3,4080543.77,29532.00806,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7726.69884,111.522814,0,0,0
9767,Humedal Playuela 1,105229.8116,2813.456891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7392.524883,3474.239109,0,0,0
9768,Laguna Playuelas 1,45231.8237,1100.888631,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8272.76954,5223.070653,0,0,0
9769,Humedal Playuelas 4,455099.3409,8192.991913,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8025.651292,4788.152134,0,0,0
9770,Humedal Playuelas 5,24677.68343,687.191246,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8288.740579,4106.744515,0,0,0
9771,Humedal Playuelas 6,100515.6417,2122.199971,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8478.30098,4002.250728,0,0,0
9772,Humedal Playuelas 7,45767.27352,1857.189281,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8340.047133,3495.091917,0,0,0
9773,Humedal Playuelas 8,236942.8132,3249.499085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8663.994648,3296.772137,0,0,0
9774,Humedal Playuelas 9,1772300.309,22493.55411,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8835.026268,2539.430466,0,0,0
9775,Marillal-Can o Negro,16060861.05,38976.22426,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3029.251985,2603.861267,0,0,0
9776,Palustre arbolado Cano Negro 2,4744335.214,517.603032,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,421.910663,1042.526181,0,0,0
9777,Laguna Cano Negro 1,4234157.388,22022.25626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,501.029476,1108.870134,0.7578070824,0,0
9778,Laguna Cano Negro 2,5115156.969,35980.05027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,387.569565,253.372413,0.5861989671,0,0
9779,Laguna Cano Negro 3,50940.26032,1491.450993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3017.098036,3724.792977,4.563360779,0,0
9780,Laguna Cano Negro 4,63124.71566,1282.537209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,3512.880762,4223.26833,5.313232153,0,0
9781,Laguna Cano Negro 5,25446.43328,668.719256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,1088.045701,1685.006244,1.645669123,0,0
9782,Laguna Cano Negro 6,582503.6566,8839.131502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,177.573557,8.0318,0.268580005,0,0
9783,Palustre Arblado Cano Blanco 1,3716680.91,44663.29865,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2480.844629,2880.362872,0,0,0
9784,Palustre Arblado Cano Blanco 2,580648.6277,9539.490644,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3803.476175,4503.117526,0,0,0
9785,Palustre Arblado Cano Blanco 3,291199.2585,5333.146085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5657.186358,6364.859127,0,0,0
9786,Palustre Arblado Cano Blanco 4,1734618.845,20530.30679,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6265.179841,6974.303704,0,0,0
9787,Pantano Cano Blanco 1,104333.771,1468.527558,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6033.960412,6744.151669,0,0,0
9788,Pantano Cano Blanco 2,88573.13922,1338.972659,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6519.346801,7229.865144,0,0,0
9789,Pantano Cano Blanco 3,839337.5623,7757.463797,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6999.350813,7707.62629,0,0,0
9790,Pantano Cano Blanco 4,370400.5638,4968.316574,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8335.077245,8576.259509,0,0,0
9791,Pantano Cano Negro 1,122032.7503,2628.702163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1209.624407,156.456272,0,0,0
9792,Pantano Cano Negro 2,54938.97911,1456.947735,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1474.283138,770.340997,0,0,0
9793,Pantano Cano Negro 3,275058.5196,6531.942831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3587.797706,1839.955402,0,0,0
9794,Pantano Cano Negro 4,7604633.341,43955.4818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3072.161328,99.710621,0,0,0
9795,Palustre arbolado Cano Negro 4,8169788.14,59903.0552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1359.296406,44.755271,0,0,0
9796,Yolillal Cano Negro 1,310948.1827,6509.00534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,711.253937,191.6584,1.07577158,0,0
9797,Yolillal Cano Negro 2,5520162.098,53530.16569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2118.799562,1.144457,3.204684338,0,0
9798,Yolillal Cano Negro 1,554901.093,6324.359937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5939.301816,862.198672,8.983193997,0,0
9799,Yolillal Cano Negro 2,915181.2824,6451.436057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5994.850086,5845.420376,9.067210755,0,0
9800,Cano Negro 9,36469903.28,109025.4769,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,2623.011402,1516.488466,15.86921898,0,0
9801,Pantano Cano Negro 5,4013852.079,34940.4061,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5362.466058,4404.803339,0,0,0
9802, Pantano Porvenir 1,2035295.77,15730.72366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,4957.287265,2763.618355,7.497896988,0,0
9803, Pantano Porvenir 2,1000540.875,16243.04325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,6783.105973,1576.511283,10.25944778,0,0
9804,Laguna Poas,96075.21386,1178.195381,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7555.013171,1178.152614,0,0,0
9805, Pantano Porvenir 4,80372.72571,2833.337907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,8103.088235,2845.93948,12.25592096,0,0
9806,Pantano Porvenir 3,91009.68967,3699.131334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,8116.34514,1524.274864,12.27597202,0,0
9807,Palustre arbolado Porvenir 1,67807.07608,1908.650832,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8285.104519,2435.005534,0,0,0
9808,Palustre arbolado Porvenir 2,17706.42404,545.489382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8536.051386,2840.361398,0,0,0
9809,Laguna Porvenir 1,9195.001288,553.995608,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8604.120657,2608.782649,0,0,0
9810,Laguna Porvenir 2,6300.288656,319.846438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8736.995685,2407.091923,0,0,0
9811,Laguna Porvenir 3,10279.08434,437.331367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8210.311417,3075.473682,0,0,0
