Formulario,Name,AREA,PERIMETER,BE,RE,PR,DR,GP,PI,SE,AR,SD,CO,CL,CU,FQ,IBE,IA,IT,IA,TW,ST,INDEX,INDEX,XX
1,Canas Gordas 1,31811.06847,914.883099,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2239.503992,1792.864863,0,0,0
2,Canas Gordas 2,157299.5335,6571.416954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2286.18708,999.214196,0,0,0
3,Canas Gordas 3,32007.95179,1181.026268,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2931.835495,392.84722,0,0,0
4,Canas Gordas 4,18094.18644,609.757505,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2724.821691,609.236498,0,0,0
5,Lourdes 1,9640.274455,492.476113,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,3320.851584,50.107319,20.09115208,0,0
6,La Isla,23998.86909,1810.869506,0,0,0,1,0,1,0,0,1,1,0,1,0,0,-0.55,-0.55,-0.06875,2623.677027,892.731541,99.20778758,0,0
7,San Joaquin 2,8652.581001,458.369385,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.66,-0.66,-0.0825,2955.312552,230.679649,160.9167685,0,0
8,San Joaquin 1,180366.3736,4005.696414,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.66,-0.66,-0.0825,1820.595502,12.591369,99.13142508,0,0
9,Laguna El Campo,3975.770967,266.647963,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.66,-0.66,-0.0825,1545.08074,9.105567,84.12964629,0,0
10,Rafaelita,3732.410893,242.221775,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.66,-0.66,-0.0825,1658.216961,71.412594,90.28991353,0,0
11,San Joaquin 3,23202.26813,985.196466,0,0,0,1,1,1,0,1,1,1,1,1,0,0,-0.77,-0.77,-0.09625,2275.420374,74.817478,168.6370925,0,0
12,El Jicote 1,352680.6709,4007.66793,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6722.280764,4295.526446,0,420.1425478,0.1603656501
13,El Jicote 2,166806.5693,2224.32374,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6761.713448,5416.724292,0,422.6070905,0.1613063499
14,La Bolsa,1573816.596,8323.939746,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2990.823609,3334.656438,0,0,0
15,El Paraguas,21946.56959,1129.774583,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-0.44,-0.44,-0.055,3708.600309,2333.292558,89.74812748,0,0
16,Tadeo,3750.602765,364.484369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,637.757343,466.821569,0.9646079813,0,0
17,Laguna Larga / Redonda,114067.0428,3891.03976,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-0.33,-0.33,-0.04125,849.496959,18.417446,11.56377735,0,0
18,Laguna La Danta,19110.82799,817.716426,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3785.67904,6103.319973,0,0,0
19,San Marcos,77716.89139,2454.118773,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,2260.082806,1745.810696,13.67350098,0,0
20,La Dantica,775.331137,140.67372,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4031.548479,6524.305945,-49.33607451,251.9717799,0.09617597293
21,Los Martinez,28766.53373,926.068431,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,3465.107072,3395.237323,-42.40424779,216.569192,0.08266303772
22,Laguna Los Mangos / La Gloria,3460.060031,224.329251,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.11,0.89,0.11125,3816.724065,2906.753989,-46.70716075,238.5452541,0.09105115622
23,La Fortuna,4182.358454,264.73861,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,1308.582641,4144.856028,-16.01378007,81.78641506,0.03121733729
24,Laguna Azul,1600.732217,237.582788,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3079.586779,6209.607167,0,0,0
25,Laguna Carce,14462.1044,573.154066,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7576.573724,4707.667561,0,0,0
26,El Jardin,48149.55283,2020.712134,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15313.77587,21793.33267,0,0,0
27,Laguna El Silencio,1625.293972,174.644902,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13572.60939,19366.34653,0,0,0
28,Humedales Valle El Silencio,8877.847749,645.814924,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15869.94982,22030.08356,0,0,0
29,Humedales Valle El Silencio,21636.93679,1112.849712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,16105.30276,21979.50042,0,0,0
30,Humedales Valle El Silencio,8182.275704,581.044437,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,16174.85775,22283.00646,0,0,0
31,Humedales Valle El Silencio,1212.504211,173.355045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,16251.85402,22477.89998,0,0,0
32,Humedales Valle El Silencio,3821.985498,284.094191,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,16069.35044,22371.64809,0,0,0
33,Humedales Valle El Silencio,9565.143843,783.091985,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15941.12375,20861.65364,0,0,0
34,Humedales Valle El Silencio,150796.7706,3138.757183,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11901.37929,17971.77458,0,0,0
35,Humedales Valle El Silencio,4822.227959,371.314692,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14899.30339,21076.81561,0,0,0
36,Humedales Valle El Silencio,59487.69277,1736.179671,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12404.63785,16596.59038,0,0,0
37,Humedales Valle El Silencio,19189.66499,587.340331,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9781.782888,17761.46897,0,0,0
38,Laguna Chocuaco,8790.761234,495.133251,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4251.020736,160.917328,0,0,0
39,Laguna El Silencio,24593.5942,743.846396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,5466.592506,149.271109,-66.89742579,341.6620316,0.1304101527
40,Laguna Rancho Coco,6642.599022,354.781424,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,1487.211518,259.910624,0,92.95071988,0.03547867909
41,Laguna Bajo Reyes,1988.860799,189.308638,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,5952.723792,4155.39885,-72.8464574,372.045237,0.1420072226
42,Bajo Reyes,4425.061653,419.619269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5207.286455,3624.388604,0,0,0
43,Hamacas,3154.486205,225.25316,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4648.453579,4375.041778,-56.88545067,290.5283487,0.1108927619
44,Santa Maria Pittier,2779.382072,276.714737,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,4200.061161,3955.075529,-51.39824846,525.0076451,0.2003919688
45,Finca Taxadrop,848.084918,198.793026,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,2794.884699,2508.288375,16.90905243,0,0
46,Laguna Aguabuena,8583.825604,368.203836,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.1,0.1375,2103.334773,1236.030078,28.92085313,0,0
47,Laguna Las Marias,2627.782065,335.392566,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,1724.262068,118.686277,10.43178551,0,0
48,El Socorro,4669.207832,364.600278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,4356.722059,183.160898,6.589542114,0,0
49,Comunidad Encuentro,13939.63245,1310.832193,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.33,-0.33,-0.04125,5153.619297,2085.725214,70.15364268,0,0
50,Laguna Marvin Perez,855.31728,117.513434,1,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.11,0.89,0.11125,2387.715328,1218.674452,-29.21966633,149.232208,0.05696095333
51,Laguna Kropf,3363.162406,260.478472,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2293.618885,681.799463,0,0,0
52,Tonino Papilli 1,27413.16853,946.570745,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.33,-0.33,-0.04125,3129.888802,2027.282794,42.60561132,0,0
53,Tonino Papilli 2,18746.37453,813.259972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2458.991871,1503.618876,3.719225205,0,0
54,Laguna El Zoncho (Julia),10096.97236,428.279487,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1345.089061,97.093036,0,0,0
55,Franchesco Chiulli,7259.284535,494.249869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,1542.235411,316.806501,2.332631059,0,0
56,Didier Fonseca,5920.860485,585.363033,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.025,2440.360299,1127.778802,12.2018015,305.0450374,0.1164336866
57,Jimevilla,44761.37528,1792.056005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2401.703961,1195.126653,3.632577241,0,0
58,Ernesto Araya,2538.355844,222.422467,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.1,1.1,0.1375,144.448361,128.692859,1.986164964,18.05604513,0.006891873795
59,Metaponto,4731.89408,342.551185,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.01,0.99,0.12375,1698.522322,10.859037,-2.101921373,424.6305805,0.1620787027
60,Campo 2 y medio,4682.803986,366.095502,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,4544.744434,9.104461,0,284.0465271,0.1084186932
61,El Paraguas 2 (Los Gamboa),1843.526624,330.752829,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,3702.891088,2444.474504,22.40249108,0,0
62,Metaponto 2,1315.830991,141.798328,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,1868.31732,293.842524,2.825829946,0,0
63,Luis Corrales,710.575186,116.090106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2232.258361,965.712449,0,0,0
64,Laguna Colorada,134764.4167,6230.588728,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.11,0.89,0.11125,2758.126043,373.178302,-33.75256745,172.3828777,0.06579741185
65,Adenago,822.554006,115.591346,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,3082.057517,1422.745846,18.64644798,0,0
66,Jose Quiros,12845.53567,883.678085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2709.255998,1104.493352,0,0,0
67,Las Mercedes,4420.662549,294.296633,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.12,-0.12,-0.015,2424.548991,873.676373,4.364188184,303.0686239,0.1156793026
68,El Chocuaco,16505.37797,1618.903033,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.01,0.99,0.12375,4675.182183,679.278832,-5.785537951,584.3977729,0.2230607904
69,Las Brisas,12437.01912,1297.664611,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-0.33,-0.33,-0.04125,3597.345091,1051.643254,48.96886005,0,0
70,Lagua Los Esquivel,50100.70077,3844.057128,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3705.834842,93.277399,0,0,0
71,La Georgina,23303.75411,1259.603963,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-0.33,-0.33,-0.04125,2407.831661,14.419749,32.77660849,0,0
72,Rodriguez Ulate,9606.202276,472.788336,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1802.73415,1062.400554,0,0,0
73,May Alvarado,9356.567425,652.817012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1916.173951,1399.255357,0,0,0
74,Rolando Barrantes,24222.82851,1443.145324,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-0.33,-0.33,-0.04125,2001.721929,1237.432668,27.24843976,0,0
75,Pista las Lagunas,68006.57392,4063.406567,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,2414.855098,1118.759565,-29.55178926,150.9284436,0.05760839532
76,Eli Granda-Nestor Veas,56868.39163,2951.070299,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.01,0.99,0.12375,5955.33115,5988.54162,-7.369722298,744.4163938,0.2841388466
77,Villa Flor 1,75734.97398,3867.457939,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4929.014046,4848.484012,-60.31880939,308.0633779,0.1175857673
78,Mollejones,3884.887185,530.266969,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2422.213364,47.409023,0,0,0
79,Laguna Lourdes,4168.109968,271.633899,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.01,0.99,0.12375,4429.941557,41.226247,-5.482052677,553.7426946,0.2113599484
80,Angelica del Sur,3156.790096,208.668441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2197.551564,1111.252872,3.323796741,0,0
81,Edgar Ramirez,2622.473729,213.688318,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.0125,2538.2561,305.598357,3.172820125,158.6410063,0.06055222981
82,Barrio Laboratorio,1058.72107,143.281448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2682.399681,417.862118,4.057129518,0,0
83,Cocori,2736.856258,283.708148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,2067.084534,128.787678,12.50586143,0,0
84,Laguna La Garza,54449.59658,2297.384822,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3778.847249,54.115082,0,0,0
85,Los Tijos,13774.49384,734.859636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3512.172195,45.264356,0,0,0
86,Los Piches,6298.179492,951.256417,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3908.920648,329.026866,0,0,0
87,La Ceniza,21657.16348,1151.296829,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,3819.997118,32.352989,-46.74721473,238.7498199,0.09112923765
88,Coopeagri,10286.58058,567.05375,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.1,0.1375,3846.820383,454.987545,52.89378027,0,0
89,Coopeagri 2,27308.42862,1099.214218,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3895.253022,81.70133,0,0,0
90,MINAE,18144.48824,912.950977,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3062.122178,173.54673,0,0,0
91,UNA,2033.371267,272.762906,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.22,0.78,0.0975,3135.399705,616.00739,-67.25432367,391.9249631,0.1495951835
92,Dora Obando,57608.55963,4456.12256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2924.224506,687.881529,0,0,0
93,Calle Vargas,6792.410184,720.550855,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3739.833762,368.054845,0,0,0
94,Cristo Rey,2198.949616,264.370757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,1298.638552,314.102259,1.96419081,0,0
95,Loma de Cocori,6741.768746,374.974453,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1581.465464,465.742458,0,0,0
96,La Pluma,9339.076332,752.592236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4013.574843,339.396885,0,0,0
97,Trans Roden,685.721514,112.329482,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-0.33,-0.33,-0.04125,1589.688021,65.873099,21.63962819,0,0
98,Tambor,17004.86979,546.287523,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.11,-0.11,-0.01375,879.992351,654.375056,1.330988431,0,0
99,Los Naranjo,2941.391136,318.998011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,5334.512073,297.400871,32.27379804,0,0
100,Palo Verde,2509.629188,247.634412,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,9625.229178,4627.83435,58.23263653,0,0
101,San Pablo,3200.943305,485.472194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,2334.165066,20.041254,3.530424662,0,0
102,Camposanto COOPEAGRI,33044.71289,3212.663367,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.22,-0.22,-0.0275,2570.098711,78.776323,15.5490972,0,0
103,La Familia 1,8553.465449,1340.737452,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3441.604281,492.483008,0,0,0
104,VOLCAFE,32993.34767,984.906863,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,2760.944708,824.779416,-33.78706086,172.5590443,0.06586465347
105,San Pablo,9969.773367,722.20307,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,4041.428434,462.163014,-86.68863991,505.1785543,0.1928233351
106,Catarata Chontales,4420.258805,304.051498,1,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.01,0.99,0.12375,9411.512948,6473.204644,-11.64674727,1176.439119,0.4490390823
107,Chontales,46.662195,26.394417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,7676.079699,7214.596951,11.61007054,0,0
108,Turbera Jaboncillo,3680.803903,333.975684,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14514.62396,508.795334,0,0,0
109,Tajo Jaboncillo,3410.15279,220.941832,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14996.91554,0,0,0,0
110,3 de Junio km 71,3120.616744,266.515829,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8078.893792,39.444751,0,0,0
111,Km 68,26462.68584,1344.871025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7583.758922,3.406998,0,0,0
112,Torre 27,3035.626399,310.350743,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7601.952716,0,0,0,0
113,El Empalme/Km 52,16596.12682,1056.058832,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2304.739611,22.807237,0,0,0
114,Bajo Bijagual,66012.08322,1242.174991,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,9041.787392,5688.210218,54.70281372,0,0
115,Los Mayos,6346.165471,574.202925,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.22,0.78,0.0975,7462.252511,4270.353193,-160.0653164,932.7815639,0.3560365945
116,Laguna Ceibon,142.058568,45.722376,1,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.22,0.78,0.0975,7588.271397,4088.302868,-162.7684215,948.5339246,0.3620491671
117,Bolas/Lagunillas,6143.289387,348.269153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9337.121059,6074.183817,0,0,0
118,La Chonta,34867.20808,1424.709317,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.22,-0.22,-0.0275,3075.866302,27.987575,18.60899113,0,0
119,Abrojo - Montezuma,13040.81157,571.104359,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7711.129962,4536.106473,0,0,0
120,La Cuesta,3411.18646,273.07133,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.11,-0.11,-0.01375,1865.254291,439.478871,2.821197115,0,0
121,Lago Guaycara,13933.49073,904.054002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,1379.102587,467.01467,0,0,0
122,Manu 1,3892.302174,524.622092,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.11,0.89,0.11125,7652.490584,946.495118,-93.64735352,956.561323,0.3651131723
123,Uvita,36339.86674,1695.72854,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,2426.068376,576.670619,-29.68901175,151.6292735,0.05787589748
124,Playa Tortuga,19944.21269,690.130855,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12757.92823,267.155144,0,0,0
125,Punta Mala,9704.454937,693.096695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.11,-0.11,-0.01375,13544.92353,6.416198,20.48669685,0,0
126,La Machaca,335514.286,3951.257735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,3962.482685,669.134307,5.993255061,0,0
127,Los Zuniga,35508.07749,1253.561794,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8536.957701,665.802801,0,0,0
128,Laguna de Amado,9444.105445,494.714289,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8836.903824,1484.694813,0,0,0
129,Sahineros,14839.99974,754.162635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8359.906815,2032.345016,12.64435906,0,0
130,Coto,140901.3573,3715.640061,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,8263.715003,1556.651585,-101.1272123,516.4821877,0.1971378577
131,Llano Bonito,1299.845878,156.78091,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4499.646038,4313.803946,-55.06441839,281.2278774,0.1073428331
132,La Lecheria 1,178482.8772,3545.9982,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2230.289611,1280.72051,0,0,0
133,Manu 2,6812.460721,515.149526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,7403.197942,808.901976,11.19733689,0,0
134,Laguna Hedionda,90957.1754,1966.871731,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.22,-0.22,-0.0275,8197.990205,19.372232,49.59784074,0,0
135,Las Minas,195466.2201,2844.982769,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,20802.52247,8405.474846,0,0,0
136,Boca Ganadito,171919.2934,3614.618204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,23205.30594,16185.17034,0,0,0
137,Estero Guerra,81816.6491,2592.255093,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.33,-0.33,-0.04125,17375.1098,12316.3471,236.5186822,0,0
138,Pejeperrito,455701.2629,5173.453414,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,17516.98841,0,0,0,0
139,Finca Laguna Corcovado 1,39106.65753,1991.298185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,20036.3203,2496.940151,0,0,0
140,Laguna Vanegas,4907.671478,315.860924,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.11,0.89,0.11125,19875.09651,2571.517955,-243.2214936,1242.193532,0.4741371099
141,Sabalo,361278.1519,3816.96347,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,8279.622045,7967.843521,50.09171337,0,0
142,Arrozal Pailon de Sierpe,8681.291241,396.919367,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.22,0.78,0.0975,12916.18395,11209.07994,-277.0521456,1614.522993,0.616252819
143,Sabalo Pailon,62900.41612,1149.802604,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12107.61889,10173.33334,0,0,0
144,Laguna Chocuaco,820888.9432,4649.678838,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,19697.81073,8655.934951,119.1717549,0,0
145,Villa Flor de Platanares 2,51375.64231,1368.344592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5269.047219,4995.397717,7.969433919,0,0
146,Villa Flor,4430.81481,326.150384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,5186.409112,5065.6714,7.844443782,0,0
147,Ley Riyito 4,1036.069206,152.979795,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,23760.28666,3797.418337,0,1485.017916,0.566821582
148,Bahia Mogos de Osa,112240.806,4236.310428,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,22202.17038,2627.156674,0,0,0
149,Tigre 1,1036.024937,132.834189,0,0,0,1,0,0,0,1,0,1,1,0,0,0,-0.33,-0.33,-0.04125,11063.90745,4457.967928,150.6074401,0,0
150,Dos Brazos de Rio Tigre 2,433.664541,97.443319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11125.19238,4466.082336,0,0,0
151,Laguna Alfredo Paja,1921.262787,226.614685,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,10508.43004,4230.664795,0,0,0
152,Maxin-Tambor,3363.436654,223.632483,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.33,-0.33,-0.04125,9939.288609,54.771569,135.2985662,0,0
153,Pantano Los Delfines,167505.1977,2746.500887,0,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.33,-0.33,-0.04125,10543.71052,22.655518,143.5262595,0,0
154,Laguna Los Delfines,20465.66171,2004.512291,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,11582.59455,102.096041,-141.7420008,1447.824319,0.5526250302
155,Finca Santa Lucia,34476.68138,882.192786,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,8099.073449,11.75909,110.2486373,0,0
156,Santa Lucia 2,10968.25309,492.089202,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,7669.394444,27.156277,104.3996319,0,0
157,Santa Lucia 3,6420.40977,346.265211,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.33,-0.33,-0.04125,8363.883805,679.27813,113.8533683,0,0
158,Humedal Juan Ralo,10817.03645,566.686038,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,737.045447,551.819702,-9.019593658,46.06534044,0.01758283779
159,Laguna Santa Lucia,1530.337311,354.025199,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7695.106165,330.648469,-94.16886169,480.9441353,0.1835732166
160,CTP Paquera,1617.082055,158.692236,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-0.11,0.89,0.11125,781.92171,42.6579,-9.568766926,97.74021375,0.03730679743
161,Cecilio Rodriguez,95673.29492,2264.483817,0,0,0,1,1,1,0,1,1,0,0,0,0,0,-0.44,-0.44,-0.055,2223.309521,12.124524,53.80409041,0,0
162,Camaronera G Mena y E Jimenez,87478.20093,1320.315199,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,747.913346,5.682219,0,46.74458413,0.01784210065
163,Camaronera R Aguilar (Felo),212578.9261,3447.534008,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,531.330838,230.862393,0,33.20817738,0.01267534312
